49,0.7777,6.561000000000002e-05,1.9438999891281128,0.775,1.9549000263214111,0.0308
50,0.8175,5.904900000000002e-05,1.9010000228881836,0.7773,1.951799988746643,0.0293
51,1.047,5.904900000000002e-05,1.9157999753952026,0.7866,1.9496999979019165,0.0278
52,0.903,5.904900000000002e-05,1.9180999994277954,0.7869,1.9470000267028809,0.0264
53,0.935,5.904900000000002e-05,1.9843000173568726,0.7915,1.9473999738693237,0.0251
54,0.8477,5.904900000000002e-05,1.9355000257492065,0.7943,1.944200038909912,0.0238
55,0.9185,5.904900000000002e-05,1.9357999563217163,0.802,1.9420000314712524,0.0226
56,0.6275,5.904900000000002e-05,1.9753999710083008,0.7974,1.944200038909912,0.0215
57,0.58,5.904900000000002e-05,1.917799949645996,0.7927,1.9420000314712524,0.0204
58,1.3361,5.904900000000002e-05,1.9023000001907349,0.8203,1.9390000104904175,0.0194
59,0.7784,5.904900000000002e-05,1.9400999546051025,0.8215,1.9392000436782837,0.0184
60,0.6694,5.314410000000002e-05,1.9431999921798706,0.8281,1.9401999711990356,0.0175
61,0.8391,5.314410000000002e-05,1.944700002670288,0.8263,1.940000057220459,0.0166
62,0.8063,5.314410000000002e-05,1.920300006866455,0.8177,1.9377000331878662,0.0158
63,0.8244,5.314410000000002e-05,1.9097000360488892,0.8209,1.9368000030517578,0.015
64,0.8588,5.314410000000002e-05,1.9287999868392944,0.8248,1.937000036239624,0.0142
65,0.739,5.314410000000002e-05,1.9311000108718872,0.8217,1.9351999759674072,0.0135
66,0.5577,5.314410000000002e-05,1.905500054359436,0.8123,1.9335999488830566,0.0128
67,0.874,5.314410000000002e-05,1.8920999765396118,0.8189,1.9322999715805054,0.0122
68,0.7466,5.314410000000002e-05,1.9586999416351318,0.8119,1.9327000379562378,0.0116
69,1.0177,5.314410000000002e-05,1.9433000087738037,0.8142,1.9342999458312988,0.011
70,0.8697,4.782969000000002e-05,1.9545999765396118,0.8178,1.9347000122070312,0.0104
71,0.8434,4.782969000000002e-05,1.9124000072479248,0.8199,1.9333000183105469,0.0099
72,0.9543,4.782969000000002e-05,1.8898999691009521,0.8333,1.930400013923645,0.0094
73,0.8377,4.782969000000002e-05,1.9455000162124634,0.8403,1.9299999475479126,0.0089
74,0.8827,4.782969000000002e-05,1.8747999668121338,0.8445,1.9271999597549438,0.0085
75,0.8325,4.782969000000002e-05,1.9378999471664429,0.8451,1.9286999702453613,0.0081
76,1.1466,4.782969000000002e-05,1.9758000373840332,0.849,1.9311000108718872,0.0077
77,0.7484,4.782969000000002e-05,1.8883999586105347,0.8429,1.929900050163269,0.0073
78,1.0575,4.782969000000002e-05,1.9534000158309937,0.8478,1.9286999702453613,0.0069
79,0.867,4.782969000000002e-05,1.990399956703186,0.8485,1.930899977684021,0.0066
80,0.9782,4.304672100000002e-05,1.9336999654769897,0.8509,1.930799961090088,0.0063
81,1.0194,4.304672100000002e-05,1.9471999406814575,0.8666,1.9297000169754028,0.006
82,0.8689,4.304672100000002e-05,1.955199956893921,0.8782,1.9312000274658203,0.0057
83,0.7856,4.304672100000002e-05,1.957800030708313,0.8561,1.93340003490448,0.0054
84,0.7983,4.304672100000002e-05,1.9148000478744507,0.8569,1.9323999881744385,0.0051
85,0.9788,4.304672100000002e-05,1.941499948501587,0.8693,1.9322999715805054,0.005
86,1.0442,4.304672100000002e-05,1.9952000379562378,0.8775,1.9342999458312988,0.005
87,0.5996,4.304672100000002e-05,1.9422999620437622,0.8692,1.9351999759674072,0.005
88,0.8589,4.304672100000002e-05,1.9362000226974487,0.8706,1.9363000392913818,0.005
89,0.8887,4.304672100000002e-05,1.951799988746643,0.8718,1.9371999502182007,0.005
90,1.1689,3.874204890000002e-05,1.920199990272522,0.889,1.9366999864578247,0.005
91,0.8378,3.874204890000002e-05,1.9500999450683594,0.9002,1.9385000467300415,0.005
92,0.9855,3.874204890000002e-05,1.9163999557495117,0.9047,1.9394999742507935,0.005
93,0.9042,3.874204890000002e-05,1.9630000591278076,0.911,1.9397000074386597,0.005
94,0.8017,3.874204890000002e-05,1.938099980354309,0.9023,1.9394999742507935,0.005
95,0.8512,3.874204890000002e-05,1.920699954032898,0.9016,1.938099980354309,0.005
96,0.8946,3.874204890000002e-05,1.965399980545044,0.9036,1.9401999711990356,0.005
97,0.8053,3.874204890000002e-05,1.923699975013733,0.8977,1.94159996509552,0.005
98,0.8245,3.874204890000002e-05,1.9488999843597412,0.8972,1.9416999816894531,0.005
99,0.6214,3.874204890000002e-05,1.9393999576568604,0.8867,1.9443000555038452,0.005
100,0.8241,3.4867844010000016e-05,1.9656000137329102,0.8864,1.9453999996185303,0.005
101,0.8398,3.4867844010000016e-05,1.9366999864578247,0.8741,1.9437999725341797,0.005
102,1.0119,3.4867844010000016e-05,1.9780000448226929,0.8846,1.9473999738693237,0.005
103,0.7907,3.4867844010000016e-05,1.9325000047683716,0.874,1.9465999603271484,0.005
104,0.8306,3.4867844010000016e-05,1.955199956893921,0.8725,1.945199966430664,0.005
105,0.8332,3.4867844010000016e-05,1.9249999523162842,0.8667,1.9448000192642212,0.005
106,0.7693,3.4867844010000016e-05,1.9644999504089355,0.8567,1.9455000162124634,0.005
107,0.785,3.4867844010000016e-05,2.0109000205993652,0.8534,1.9478000402450562,0.005
108,0.8133,3.4867844010000016e-05,1.9364999532699585,0.8545,1.9469000101089478,0.005
109,0.8894,3.4867844010000016e-05,2.0011000633239746,0.8581,1.9503999948501587,0.005
110,0.87,3.138105960900002e-05,1.94159996509552,0.8538,1.9503999948501587,0.005
111,0.7329,3.138105960900002e-05,1.9652999639511108,0.8413,1.9492000341415405,0.005
112,0.9245,3.138105960900002e-05,1.9717999696731567,0.8543,1.9502999782562256,0.005
113,0.8015,3.138105960900002e-05,1.9757000207901,0.852,1.9519000053405762,0.005
114,0.6998,3.138105960900002e-05,1.9550000429153442,0.8444,1.9521000385284424,0.005
115,0.7999,3.138105960900002e-05,1.9444999694824219,0.8297,1.9529999494552612,0.005
