0,1.0502,0.0001,2.012200117111206,1.0502,2.012200117111206,1
1,1.0056,0.0001,2.0016000270843506,1.0279,2.0069000720977783,0.87
2,0.8646,0.0001,2.0306999683380127,0.9735,2.0148000717163086,0.7569
3,0.9672,0.0001,1.9903000593185425,0.9719,2.008699893951416,0.6585
4,0.8355,0.0001,1.9986000061035156,0.9446,2.006700038909912,0.5729
5,0.7428,0.0001,1.996399998664856,0.911,2.005000114440918,0.4984
6,0.7915,0.0001,1.9951000213623047,0.8939,2.0035998821258545,0.4336
7,0.8911,0.0001,1.9664000272750854,0.8936,1.998900055885315,0.3772
8,0.7759,0.0001,2.0536999702453613,0.8805,2.005000114440918,0.3282
9,0.7581,0.0001,1.9912999868392944,0.8682,2.0035998821258545,0.2855
10,1.1103,9e-05,1.989799976348877,0.8903,2.0023999214172363,0.2484
11,0.9593,9e-05,1.9462000131607056,0.896,1.9976999759674072,0.2161
12,0.832,9e-05,1.9733999967575073,0.8911,1.9958000183105469,0.2053
13,0.8,9e-05,1.9759999513626099,0.8846,1.9944000244140625,0.195
14,0.7679,9e-05,1.9703999757766724,0.8768,1.992799997329712,0.1852
15,1.0775,9e-05,1.976199984550476,0.8893,1.9917999505996704,0.1759
16,0.8696,9e-05,1.9859999418258667,0.8882,1.9914000034332275,0.1671
17,0.8363,9e-05,2.0072999000549316,0.8853,1.992300033569336,0.1587
18,0.7024,9e-05,1.9878000020980835,0.8757,1.9921000003814697,0.1508
19,0.9827,9e-05,1.961300015449524,0.881,1.9904999732971191,0.1433
20,0.7956,8.1e-05,2.0025999546051025,0.877,1.9910999536514282,0.1361
21,0.8193,8.1e-05,1.967900037765503,0.8743,1.9901000261306763,0.1293
22,0.8946,8.1e-05,1.9876999855041504,0.8752,1.9900000095367432,0.1228
23,0.6699,8.1e-05,1.98580002784729,0.8667,1.989799976348877,0.1167
24,0.7838,8.1e-05,1.9947999715805054,0.8633,1.9900000095367432,0.1109
25,0.758,8.1e-05,1.9782999753952026,0.8517,1.9886000156402588,0.1054
26,0.8141,8.1e-05,1.968500018119812,0.844,1.9873000383377075,0.1001
27,0.8964,8.1e-05,1.9853999614715576,0.8453,1.9854999780654907,0.0951
28,0.8192,8.1e-05,1.9765000343322754,0.8394,1.9848999977111816,0.0903
29,0.7797,8.1e-05,2.015000104904175,0.8371,1.9855999946594238,0.0858
30,0.7262,7.290000000000001e-05,1.9901000261306763,0.8365,1.9852999448776245,0.0815
31,0.7422,7.290000000000001e-05,1.9213000535964966,0.8345,1.9823999404907227,0.0774
32,0.6977,7.290000000000001e-05,1.9709999561309814,0.8267,1.9825999736785889,0.0735
33,0.6448,7.290000000000001e-05,1.9788000583648682,0.8215,1.979599952697754,0.0698
34,0.7487,7.290000000000001e-05,1.9352999925613403,0.8211,1.9773000478744507,0.0663
35,0.504,7.290000000000001e-05,1.9183000326156616,0.7969,1.9744999408721924,0.063
36,0.8857,7.290000000000001e-05,1.9485000371932983,0.7939,1.9745999574661255,0.0599
37,1.0208,7.290000000000001e-05,1.9776999950408936,0.8015,1.9746999740600586,0.0569
38,0.7426,7.290000000000001e-05,1.9320000410079956,0.7992,1.9730000495910645,0.0541
39,0.7615,7.290000000000001e-05,1.9256999492645264,0.7989,1.9711999893188477,0.0514
40,0.8173,6.561000000000002e-05,1.9744000434875488,0.7885,1.9710999727249146,0.0488
41,0.7924,6.561000000000002e-05,1.9453999996185303,0.7854,1.969499945640564,0.0464
42,0.7094,6.561000000000002e-05,1.9263999462127686,0.7804,1.9663000106811523,0.0441
43,0.9226,6.561000000000002e-05,1.9465999603271484,0.7892,1.9645999670028687,0.0419
44,0.9585,6.561000000000002e-05,1.905400037765503,0.7882,1.962399959564209,0.0398
45,0.7801,6.561000000000002e-05,1.944700002670288,0.7876,1.9601000547409058,0.0378
46,0.7903,6.561000000000002e-05,1.9471999406814575,0.7864,1.9592000246047974,0.0359
47,0.6205,6.561000000000002e-05,1.9602999687194824,0.7755,1.9580999612808228,0.0341
48,0.6634,6.561000000000002e-05,1.9567999839782715,0.7752,1.9570000171661377,0.0324
