0,1.0438,1
1,0.9407,0.9
2,0.7168,0.81
3,0.989,0.729
4,0.8997,0.6561
5,1.003,0.5905
6,0.8886,0.5315
7,1.1274,0.4783
8,0.8887,0.4305
9,1.1834,0.3875
10,0.7706,0.3488
11,1.041,0.3139
12,0.9668,0.2825
13,1.1774,0.2542
14,0.8763,0.2288
15,0.8646,0.2059
16,1.3338,0.1853
17,0.9343,0.1668
18,0.8656,0.1501
19,0.9171,0.1351
20,0.5675,0.1216
21,0.8678,0.1094
22,0.9098,0.0985
23,0.7011,0.0887
24,1.0424,0.0798
25,0.9407,0.0718
26,0.902,0.0646
27,1.4177,0.0581
28,1.0126,0.0523
29,0.9599,0.0471
30,0.8216,0.0424
31,0.6852,0.0382
32,0.8494,0.0344
33,0.9985,0.031
34,0.9384,0.0279
35,0.9396,0.0251
36,0.69,0.0226
37,0.7317,0.0203
38,0.7423,0.0183
39,0.7557,0.0165
40,1.0118,0.0149
41,0.7146,0.0134
42,0.5626,0.0121
43,0.6542,0.0109
44,1.0264,0.0098
45,0.8705,0.0088
46,0.7896,0.0079
47,0.8324,0.0071
48,0.782,0.0064
49,1.0772,0.0058
50,0.8484,0.0052
51,0.8853,0.005
52,0.8132,0.005
0,0.9486,1
1,0.8173,0.85
2,0.9937,0.7225
3,0.936,0.6141
4,0.958,0.522
5,0.5527,0.4437
6,0.8042,0.3771
7,0.6455,0.3205
8,0.6141,0.2724
9,0.8856,0.2315
10,0.9298,0.1968
11,0.8816,0.1673
12,1.0833,0.1589
13,1.0834,0.151
14,0.8484,0.1434
15,1.0282,0.1362
16,0.6463,0.1294
17,0.9063,0.1229
18,0.9586,0.1168
19,0.8859,0.111
20,0.9128,0.1055
21,0.8638,0.1002
22,0.7928,0.0952
23,1.3284,0.0904
24,0.9542,0.0859
25,0.7362,0.0816
26,0.9494,0.0775
27,0.8787,0.0736
28,0.8776,0.0699
29,0.8552,0.0664
30,0.7636,0.0631
31,0.9083,0.0599
32,0.8889,0.0569
33,1.0998,0.0541
34,0.8215,0.0514
35,0.9293,0.0488
36,0.9227,0.0464
37,0.7983,0.0441
38,0.9306,0.0419
39,0.5481,0.0398
40,0.8331,0.0378
41,0.9837,0.0359
42,0.8448,0.0341
43,0.9546,0.0324
44,1.0023,0.0308
45,0.8365,0.0293
0,0.8828,1
1,1.3488,0.85
2,1.0071,0.7225
3,0.8368,0.6141
4,0.7688,0.522
5,0.9536,0.4437
6,0.8474,0.3771
7,1.4283,0.3205
8,0.888,0.2724
9,1.1103,0.2315
10,1.0953,0.1968
11,0.9475,0.1673
12,0.9788,0.1589
13,0.7793,0.151
14,0.7474,0.1434
15,0.9249,0.1362
16,0.9046,0.1294
17,0.8345,0.1229
18,0.8172,0.1168
19,1.0014,0.111
20,0.9213,0.1055
21,0.8844,0.1002
22,0.8074,0.0952
23,0.9334,0.0904
24,0.844,0.0859
25,0.7204,0.0816
26,0.7445,0.0775
27,0.8871,0.0736
28,1.0224,0.0699
29,0.9602,0.0664
30,0.6683,0.0631
31,0.9179,0.0599
32,1.0767,0.0569
33,1.703,0.0541
34,0.7775,0.0514
35,1.2366,0.0488
36,0.9207,0.0464
37,0.6082,0.0441
38,0.8188,0.0419
39,0.8255,0.0398
40,0.784,0.0378
41,0.7108,0.0359
42,0.9784,0.0341
43,0.8685,0.0324
44,0.6116,0.0308
45,0.8712,0.0293
46,0.826,0.0278
47,0.8824,0.0264
48,0.9621,0.0251
49,0.8379,0.0238
50,0.8,0.0226
51,0.7081,0.0215
52,0.8035,0.0204
53,0.9046,0.0194
54,0.8153,0.0184
55,1.0527,0.0175
56,0.8854,0.0166
57,0.6675,0.0158
58,0.7374,0.015
59,0.6732,0.0142
60,0.7751,0.0135
61,0.8041,0.0128
62,0.731,0.0122
63,1.1138,0.0116
64,0.8064,0.011
65,0.9184,0.0104
66,0.9003,0.0099
67,1.1202,0.0094
68,0.9641,0.0089
69,0.8636,0.0085
70,0.6517,0.0081
71,0.7398,0.0077
72,0.7608,0.0073
73,0.8826,0.0069
74,0.8791,0.0066
75,0.7961,0.0063
76,0.8052,0.006
77,1.1558,0.0057
78,0.8988,0.0054
79,0.7661,0.0051
80,0.9061,0.005
81,1.1552,0.005
82,0.7294,0.005
83,0.861,0.005
84,0.9655,0.005
85,1.0814,0.005
86,0.9194,0.005
87,1.3014,0.005
88,1.4971,0.005
89,0.8047,0.005
90,0.7939,0.005
91,0.7992,0.005
92,0.8027,0.005
93,0.864,0.005
94,0.8876,0.005
95,0.7338,0.005
96,0.9814,0.005
97,0.8184,0.005
98,0.835,0.005
99,0.8911,0.005
0,0.8007,1
1,1.2888,0.85
2,1.0319,0.7225
3,0.8775,0.6141
4,0.788,0.522
5,0.6279,0.4437
6,0.9315,0.3771
7,0.9272,0.3205
8,1.3775,0.2724
9,0.9438,0.2315
10,0.7229,0.1968
11,0.8433,0.1673
12,1.1763,0.1589
13,0.8979,0.151
14,0.9507,0.1434
15,0.9461,0.1362
16,1.1354,0.1294
17,0.9859,0.1229
18,0.9895,0.1168
19,1.0172,0.111
20,0.8846,0.1055
21,0.7728,0.1002
22,0.8808,0.0952
23,1.0542,0.0904
24,0.9041,0.0859
25,1.0731,0.0816
26,0.7137,0.0775
27,0.8188,0.0736
28,0.9183,0.0699
29,0.8276,0.0664
30,0.8814,0.0631
31,0.7738,0.0599
32,1.3374,0.0569
33,0.8013,0.0541
34,1.2894,0.0514
35,0.9349,0.0488
36,0.9455,0.0464
37,0.9431,0.0441
38,0.7314,0.0419
39,0.8575,0.0398
40,0.7701,0.0378
41,1.0306,0.0359
42,0.835,0.0341
43,0.9243,0.0324
44,1.2802,0.0308
45,0.9785,0.0293
46,0.9496,0.0278
47,1.0075,0.0264
48,1.0562,0.0251
49,1.0919,0.0238
50,0.6977,0.0226
51,0.5922,0.0215
52,1.9332,0.0204
53,0.8864,0.0194
54,0.721,0.0184
55,0.8228,0.0175
56,0.7023,0.0166
57,0.6771,0.0158
58,1.2173,0.015
59,0.6917,0.0142
60,0.3961,0.0135
61,0.9581,0.0128
62,1.0485,0.0122
63,0.8047,0.0116
64,1.0583,0.011
65,0.8802,0.0104
66,0.9244,0.0099
67,0.96,0.0094
68,1.0398,0.0089
69,1.2554,0.0085
70,0.8018,0.0081
71,0.8167,0.0077
72,0.6382,0.0073
73,0.9506,0.0069
74,0.6969,0.0066
75,0.8725,0.0063
76,0.9231,0.006
77,0.7601,0.0057
78,0.7866,0.0054
79,0.9109,0.0051
80,0.941,0.005
81,0.9635,0.005
82,0.71,0.005
83,1.0479,0.005
84,0.8931,0.005
85,0.9092,0.005
86,0.8397,0.005
87,0.9365,0.005
88,0.9799,0.005
89,0.9993,0.005
90,0.9561,0.005
91,0.8508,0.005
92,0.955,0.005
93,0.9321,0.005
94,0.8207,0.005
95,0.9437,0.005
0,0.9902,1
1,0.8931,0.85
2,0.5194,0.7225
3,0.864,0.6141
4,0.9049,0.522
5,0.6764,0.4437
6,0.8529,0.3771
7,0.7809,0.3205
8,0.7195,0.2724
9,0.993,0.2315
10,0.8253,0.1968
11,0.855,0.1673
12,0.747,0.1589
13,0.9901,0.151
14,1.102,0.1434
15,0.9119,0.1362
16,1.3657,0.1294
17,0.6964,0.1229
18,0.8058,0.1168
19,0.5326,0.111
20,0.8212,0.1055
21,1.0247,0.1002
22,0.9867,0.0952
23,0.6736,0.0904
24,0.7263,0.0859
25,1.2558,0.0816
26,0.6845,0.0775
27,0.8924,0.0736
28,0.8554,0.0699
29,0.7945,0.0664
30,1.1009,0.0631
31,0.8116,0.0599
32,0.6285,0.0569
33,0.3008,0.0541
34,1.005,0.0514
35,1.0498,0.0488
36,0.8317,0.0464
37,1.1438,0.0441
